longitude,latitude,date,val,var_name
-97.7291666666667,17.1041666666667,1958-01-01,1.3,q
-97.6875,17.1041666666667,1958-01-01,1.3,q
-97.6458333333333,17.1041666666667,1958-01-01,1.5,q
-97.7291666666667,17.0625,1958-01-01,1.8,q
-97.6875,17.0625,1958-01-01,1.6,q
-97.6458333333333,17.0625,1958-01-01,1.3,q
-97.7291666666667,17.0208333333333,1958-01-01,2,q
-97.6875,17.0208333333333,1958-01-01,1.6,q
-97.6458333333333,17.0208333333333,1958-01-01,1.8,q
-97.7291666666667,17.1041666666667,1958-02-01,0.7000000000000001,q
-97.6875,17.1041666666667,1958-02-01,0.7000000000000001,q
-97.6458333333333,17.1041666666667,1958-02-01,0.8,q
-97.7291666666667,17.0625,1958-02-01,0.8,q
-97.6875,17.0625,1958-02-01,0.8,q
-97.6458333333333,17.0625,1958-02-01,0.7000000000000001,q
-97.7291666666667,17.0208333333333,1958-02-01,0.9,q
-97.6875,17.0208333333333,1958-02-01,0.7000000000000001,q
-97.6458333333333,17.0208333333333,1958-02-01,0.7000000000000001,q
-97.7291666666667,17.1041666666667,1958-03-01,0.1,q
-97.6875,17.1041666666667,1958-03-01,0.1,q
-97.6458333333333,17.1041666666667,1958-03-01,0.2,q
-97.7291666666667,17.0625,1958-03-01,0.1,q
-97.6875,17.0625,1958-03-01,0.2,q
-97.6458333333333,17.0625,1958-03-01,0.2,q
-97.7291666666667,17.0208333333333,1958-03-01,0.2,q
-97.6875,17.0208333333333,1958-03-01,0.1,q
-97.6458333333333,17.0208333333333,1958-03-01,0.2,q
-97.7291666666667,17.1041666666667,1958-04-01,1.3,q
-97.6875,17.1041666666667,1958-04-01,1.3,q
-97.6458333333333,17.1041666666667,1958-04-01,1.3,q
-97.7291666666667,17.0625,1958-04-01,1.3,q
-97.6875,17.0625,1958-04-01,1.2000000000000002,q
-97.6458333333333,17.0625,1958-04-01,1.1,q
-97.7291666666667,17.0208333333333,1958-04-01,1.3,q
-97.6875,17.0208333333333,1958-04-01,1.2000000000000002,q
-97.6458333333333,17.0208333333333,1958-04-01,1.1,q
-97.7291666666667,17.1041666666667,1958-05-01,3.3000000000000003,q
-97.6875,17.1041666666667,1958-05-01,3.2,q
-97.6458333333333,17.1041666666667,1958-05-01,3.3000000000000003,q
-97.7291666666667,17.0625,1958-05-01,3.3000000000000003,q
-97.6875,17.0625,1958-05-01,3.1,q
-97.6458333333333,17.0625,1958-05-01,3,q
-97.7291666666667,17.0208333333333,1958-05-01,3.4000000000000004,q
-97.6875,17.0208333333333,1958-05-01,3.1,q
-97.6458333333333,17.0208333333333,1958-05-01,3,q
-97.7291666666667,17.1041666666667,1958-06-01,47.1,q
-97.6875,17.1041666666667,1958-06-01,72.5,q
-97.6458333333333,17.1041666666667,1958-06-01,97.60000000000001,q
-97.7291666666667,17.0625,1958-06-01,61.300000000000004,q
-97.6875,17.0625,1958-06-01,83.7,q
-97.6458333333333,17.0625,1958-06-01,101.7,q
-97.7291666666667,17.0208333333333,1958-06-01,83.80000000000001,q
-97.6875,17.0208333333333,1958-06-01,90.4,q
-97.6458333333333,17.0208333333333,1958-06-01,118.80000000000001,q
-97.7291666666667,17.1041666666667,1958-07-01,108.9,q
-97.6875,17.1041666666667,1958-07-01,105.7,q
-97.6458333333333,17.1041666666667,1958-07-01,105.80000000000001,q
-97.7291666666667,17.0625,1958-07-01,121.10000000000001,q
