longitude,latitude,date,aet,def,pet,ppt,q,soil,swe,tmax,tmin,tmean
-97.6458333333333,17.0208333333333,1999-03-01,23.3,107.9,131.20000000000002,8.6,0.4,49.3,0,25.120000000000005,6.1299999999999955,15.625
-97.7291666666667,17.0625,1999-03-01,26.700000000000003,100.6,127.3,9,0.5,54,0,22.14,4.740000000000009,13.440000000000005
-97.6875,17.0625,1999-03-01,25,102.1,127.1,9.3,0.5,51,0,23.56,5.159999999999997,14.359999999999998
-97.6458333333333,17.0625,1999-03-01,23,105.2,128.20000000000002,8.700000000000001,0.4,48.400000000000006,0,23.72,5.320000000000007,14.520000000000003
-97.7291666666667,17.1041666666667,1999-03-01,22.5,107.6,130.1,7.5,0.4,49.8,0,22.92,5.310000000000002,14.115000000000002
-97.6875,17.1041666666667,1999-03-01,23.700000000000003,103.7,127.4,8.5,0.4,49.5,0,22.269999999999996,4.760000000000005,13.515
-97.6458333333333,17.1041666666667,1999-03-01,24,102.8,126.8,9.5,0.5,48,0,21.44,4.430000000000007,12.935000000000004
-97.7291666666667,17.0208333333333,1999-04-01,30.9,105.5,136.4,21.200000000000003,1.1,44.400000000000006,0,28.49000000000001,8.629999999999995,18.560000000000002
-97.6875,17.0208333333333,1999-04-01,28.3,104.6,132.9,19.5,1,42,0,26.019999999999996,6.859999999999999,16.439999999999998
-97.6458333333333,17.0208333333333,1999-04-01,26.6,108.7,135.3,18.4,0.9,40.2,0,27.760000000000005,7.900000000000006,17.830000000000005
-97.7291666666667,17.0625,1999-04-01,31.200000000000003,100.2,131.4,21.8,1.1,43.5,0,24.88000000000001,6.210000000000008,15.545000000000009
-97.6875,17.0625,1999-04-01,28.700000000000003,102.7,131.4,20,1,41.3,0,26.36,6.790000000000006,16.575000000000003
-97.6458333333333,17.0625,1999-04-01,26.9,105.5,132.4,18.9,0.9,39.400000000000006,0,26.49000000000001,6.930000000000007,16.710000000000008
-97.7291666666667,17.1041666666667,1999-04-01,29.200000000000003,105.9,135.1,21,1.1,40.6,0,25.730000000000004,6.75,16.240000000000002
-97.6875,17.1041666666667,1999-04-01,29.4,102.3,131.70000000000002,21.200000000000003,1.1,40.2,0,25.049999999999997,6.180000000000007,15.615000000000002
-97.6458333333333,17.1041666666667,1999-04-01,29.200000000000003,101.5,130.70000000000002,21.3,1.1,39,0,24.200000000000003,5.730000000000004,14.965000000000003
-97.7291666666667,17.0208333333333,1999-05-01,65.5,75.7,141.20000000000002,61.5,3.1,37.3,0,27.269999999999996,9.960000000000008,18.615000000000002
-97.6875,17.0208333333333,1999-05-01,60,77.80000000000001,137.8,56.3,2.8000000000000003,35.5,0,24.909999999999997,8.299999999999997,16.604999999999997
-97.6458333333333,17.0208333333333,1999-05-01,57.2,84.2,141.4,53.7,2.7,34,0,26.74000000000001,9.430000000000009,18.085000000000008
