longitude,latitude,date,var_name,val
-97.6875,17.0208333333333,1958-02-01,soil,111
-97.6875,17.0208333333333,1958-02-01,swe,0
-97.6875,17.0208333333333,1958-02-01,tmax,22.129999999999995
-97.6875,17.0208333333333,1958-02-01,tmin,3.219999999999999
-97.6875,17.0208333333333,1958-02-01,tmean,12.674999999999995
-97.6458333333333,17.0208333333333,1958-02-01,aet,56.6
-97.6458333333333,17.0208333333333,1958-02-01,def,52.900000000000006
-97.6458333333333,17.0208333333333,1958-02-01,pet,109.5
-97.6458333333333,17.0208333333333,1958-02-01,ppt,14.3
-97.6458333333333,17.0208333333333,1958-02-01,q,0.7000000000000001
-97.6458333333333,17.0208333333333,1958-02-01,soil,100.4
-97.6458333333333,17.0208333333333,1958-02-01,swe,0
-97.6458333333333,17.0208333333333,1958-02-01,tmax,23.74000000000001
-97.6458333333333,17.0208333333333,1958-02-01,tmin,3.850000000000009
-97.6458333333333,17.0208333333333,1958-02-01,tmean,13.795000000000009
-97.7291666666667,17.0625,1958-02-01,aet,59.6
-97.7291666666667,17.0625,1958-02-01,def,46.5
-97.7291666666667,17.0625,1958-02-01,pet,106.1
-97.7291666666667,17.0625,1958-02-01,ppt,16
-97.7291666666667,17.0625,1958-02-01,q,0.8
-97.7291666666667,17.0625,1958-02-01,soil,122.7
-97.7291666666667,17.0625,1958-02-01,swe,0
-97.7291666666667,17.0625,1958-02-01,tmax,20.879999999999995
-97.7291666666667,17.0625,1958-02-01,tmin,2.6500000000000057
-97.7291666666667,17.0625,1958-02-01,tmean,11.765
-97.6875,17.0625,1958-02-01,aet,57.400000000000006
-97.6875,17.0625,1958-02-01,def,48.5
-97.6875,17.0625,1958-02-01,pet,105.9
-97.6875,17.0625,1958-02-01,ppt,15.5
-97.6875,17.0625,1958-02-01,q,0.8
-97.6875,17.0625,1958-02-01,soil,110.8
-97.6875,17.0625,1958-02-01,swe,0
-97.6875,17.0625,1958-02-01,tmax,22.320000000000007
-97.6875,17.0625,1958-02-01,tmin,2.9099999999999966
-97.6875,17.0625,1958-02-01,tmean,12.615000000000002
-97.6458333333333,17.0625,1958-02-01,aet,55.2
-97.6458333333333,17.0625,1958-02-01,def,51.8
-97.6458333333333,17.0625,1958-02-01,pet,107
-97.6458333333333,17.0625,1958-02-01,ppt,14.9
-97.6458333333333,17.0625,1958-02-01,q,0.7000000000000001
-97.6458333333333,17.0625,1958-02-01,soil,97.2
-97.6458333333333,17.0625,1958-02-01,swe,0
-97.6458333333333,17.0625,1958-02-01,tmax,22.430000000000007
-97.6458333333333,17.0625,1958-02-01,tmin,3.1200000000000045
-97.6458333333333,17.0625,1958-02-01,tmean,12.775000000000006
-97.7291666666667,17.1041666666667,1958-02-01,aet,55.5
-97.7291666666667,17.1041666666667,1958-02-01,def,53
-97.7291666666667,17.1041666666667,1958-02-01,pet,108.5
-97.7291666666667,17.1041666666667,1958-02-01,ppt,13.6
-97.7291666666667,17.1041666666667,1958-02-01,q,0.7000000000000001
-97.7291666666667,17.1041666666667,1958-02-01,soil,100.7
-97.7291666666667,17.1041666666667,1958-02-01,swe,0
-97.7291666666667,17.1041666666667,1958-02-01,tmax,21.58
-97.7291666666667,17.1041666666667,1958-02-01,tmin,3.0400000000000063
-97.7291666666667,17.1041666666667,1958-02-01,tmean,12.310000000000002
-97.6875,17.1041666666667,1958-02-01,aet,56.5
-97.6875,17.1041666666667,1958-02-01,def,50
-97.6875,17.1041666666667,1958-02-01,pet,106.5
-97.6875,17.1041666666667,1958-02-01,ppt,14.6
-97.6875,17.1041666666667,1958-02-01,q,0.7000000000000001
-97.6875,17.1041666666667,1958-02-01,soil,103.8
-97.6875,17.1041666666667,1958-02-01,swe,0
-97.6875,17.1041666666667,1958-02-01,tmax,21
-97.6875,17.1041666666667,1958-02-01,tmin,2.5700000000000074
-97.6875,17.1041666666667,1958-02-01,tmean,11.785000000000004
-97.6458333333333,17.1041666666667,1958-02-01,aet,57.1
-97.6458333333333,17.1041666666667,1958-02-01,def,49
-97.6458333333333,17.1041666666667,1958-02-01,pet,106.1
-97.6458333333333,17.1041666666667,1958-02-01,ppt,15.5
-97.6458333333333,17.1041666666667,1958-02-01,q,0.8
-97.6458333333333,17.1041666666667,1958-02-01,soil,102.4
-97.6458333333333,17.1041666666667,1958-02-01,swe,0
-97.6458333333333,17.1041666666667,1958-02-01,tmax,20.200000000000003
-97.6458333333333,17.1041666666667,1958-02-01,tmin,2.3799999999999955
-97.6458333333333,17.1041666666667,1958-02-01,tmean,11.29
-97.7291666666667,17.0208333333333,1958-03-01,aet,50.400000000000006
-97.7291666666667,17.0208333333333,1958-03-01,def,84.5
-97.7291666666667,17.0208333333333,1958-03-01,pet,134.9
-97.7291666666667,17.0208333333333,1958-03-01,ppt,3.1
-97.7291666666667,17.0208333333333,1958-03-01,q,0.2
-97.7291666666667,17.0208333333333,1958-03-01,soil,76.2
-97.7291666666667,17.0208333333333,1958-03-01,swe,0
-97.7291666666667,17.0208333333333,1958-03-01,tmax,26.200000000000003
-97.7291666666667,17.0208333333333,1958-03-01,tmin,6.6200000000000045
-97.7291666666667,17.0208333333333,1958-03-01,tmean,16.410000000000004
-97.6875,17.0208333333333,1958-03-01,aet,42.8
-97.6875,17.0208333333333,1958-03-01,def,88.4
-97.6875,17.0208333333333,1958-03-01,pet,131.20000000000002
-97.6875,17.0208333333333,1958-03-01,ppt,3
-97.6875,17.0208333333333,1958-03-01,q,0.1
-97.6875,17.0208333333333,1958-03-01,soil,71
-97.6875,17.0208333333333,1958-03-01,swe,0
-97.6875,17.0208333333333,1958-03-01,tmax,23.659999999999997
-97.6875,17.0208333333333,1958-03-01,tmin,5.109999999999999
-97.6875,17.0208333333333,1958-03-01,tmean,14.384999999999998
-97.6458333333333,17.0208333333333,1958-03-01,aet,37.5
-97.6458333333333,17.0208333333333,1958-03-01,def,96.2
-97.6458333333333,17.0208333333333,1958-03-01,pet,133.70000000000002
-97.6458333333333,17.0208333333333,1958-03-01,ppt,3.5
-97.6458333333333,17.0208333333333,1958-03-01,q,0.2
-97.6458333333333,17.0208333333333,1958-03-01,soil,66.2
-97.6458333333333,17.0208333333333,1958-03-01,swe,0
-97.6458333333333,17.0208333333333,1958-03-01,tmax,25.460000000000008
-97.6458333333333,17.0208333333333,1958-03-01,tmin,5.930000000000007
-97.6458333333333,17.0208333333333,1958-03-01,tmean,15.695000000000007
-97.7291666666667,17.0625,1958-03-01,aet,50.2
-97.7291666666667,17.0625,1958-03-01,def,79.4
-97.7291666666667,17.0625,1958-03-01,pet,129.6
-97.7291666666667,17.0625,1958-03-01,ppt,2.6
-97.7291666666667,17.0625,1958-03-01,q,0.1
-97.7291666666667,17.0625,1958-03-01,soil,75
-97.7291666666667,17.0625,1958-03-01,swe,0
-97.7291666666667,17.0625,1958-03-01,tmax,22.549999999999997
-97.7291666666667,17.0625,1958-03-01,tmin,4.469999999999999
-97.7291666666667,17.0625,1958-03-01,tmean,13.509999999999998
-97.6875,17.0625,1958-03-01,aet,43.7
-97.6875,17.0625,1958-03-01,def,85.80000000000001
-97.6875,17.0625,1958-03-01,pet,129.5
-97.6875,17.0625,1958-03-01,ppt,3.2
-97.6875,17.0625,1958-03-01,q,0.2
-97.6875,17.0625,1958-03-01,soil,70.2
-97.6875,17.0625,1958-03-01,swe,0
-97.6875,17.0625,1958-03-01,tmax,23.950000000000003
-97.6875,17.0625,1958-03-01,tmin,4.900000000000006
-97.6875,17.0625,1958-03-01,tmean,14.425000000000004
-97.6458333333333,17.0625,1958-03-01,aet,36.1
-97.6458333333333,17.0625,1958-03-01,def,94.7
-97.6458333333333,17.0625,1958-03-01,pet,130.8
-97.6458333333333,17.0625,1958-03-01,ppt,3.5
-97.6458333333333,17.0625,1958-03-01,q,0.2
-97.6458333333333,17.0625,1958-03-01,soil,64.5
-97.6458333333333,17.0625,1958-03-01,swe,0
-97.6458333333333,17.0625,1958-03-01,tmax,24.090000000000003
-97.6458333333333,17.0625,1958-03-01,tmin,5.079999999999998
-97.6458333333333,17.0625,1958-03-01,tmean,14.585
-97.7291666666667,17.1041666666667,1958-03-01,aet,36.2
-97.7291666666667,17.1041666666667,1958-03-01,def,96.9
-97.7291666666667,17.1041666666667,1958-03-01,pet,133.1
-97.7291666666667,17.1041666666667,1958-03-01,ppt,2.2
-97.7291666666667,17.1041666666667,1958-03-01,q,0.1
-97.7291666666667,17.1041666666667,1958-03-01,soil,66.60000000000001
-97.7291666666667,17.1041666666667,1958-03-01,swe,0
-97.7291666666667,17.1041666666667,1958-03-01,tmax,23.36
-97.7291666666667,17.1041666666667,1958-03-01,tmin,4.990000000000009
-97.7291666666667,17.1041666666667,1958-03-01,tmean,14.175000000000004
-97.6875,17.1041666666667,1958-03-01,aet,39.5
-97.6875,17.1041666666667,1958-03-01,def,90.7
-97.6875,17.1041666666667,1958-03-01,pet,130.20000000000002
-97.6875,17.1041666666667,1958-03-01,ppt,2.9000000000000004
-97.6875,17.1041666666667,1958-03-01,q,0.1
-97.6875,17.1041666666667,1958-03-01,soil,67.10000000000001
-97.6875,17.1041666666667,1958-03-01,swe,0
-97.6875,17.1041666666667,1958-03-01,tmax,22.69
-97.6875,17.1041666666667,1958-03-01,tmin,4.450000000000003
-97.6875,17.1041666666667,1958-03-01,tmean,13.570000000000002
-97.6458333333333,17.1041666666667,1958-03-01,aet,40.1
-97.6458333333333,17.1041666666667,1958-03-01,def,89.30000000000001
-97.6458333333333,17.1041666666667,1958-03-01,pet,129.4
-97.6458333333333,17.1041666666667,1958-03-01,ppt,3.8
-97.6458333333333,17.1041666666667,1958-03-01,q,0.2
-97.6458333333333,17.1041666666667,1958-03-01,soil,65.9
-97.6458333333333,17.1041666666667,1958-03-01,swe,0
-97.6458333333333,17.1041666666667,1958-03-01,tmax,21.85000000000001
-97.6458333333333,17.1041666666667,1958-03-01,tmin,4.140000000000001
-97.6458333333333,17.1041666666667,1958-03-01,tmean,12.995000000000005
-97.7291666666667,17.0208333333333,1958-04-01,aet,44.5
-97.7291666666667,17.0208333333333,1958-04-01,def,87.80000000000001
-97.7291666666667,17.0208333333333,1958-04-01,pet,132.3
-97.7291666666667,17.0208333333333,1958-04-01,ppt,26.1
-97.7291666666667,17.0208333333333,1958-04-01,q,1.3
-97.7291666666667,17.0208333333333,1958-04-01,soil,56.5
-97.7291666666667,17.0208333333333,1958-04-01,swe,0
-97.7291666666667,17.0208333333333,1958-04-01,tmax,27.38000000000001
-97.7291666666667,17.0208333333333,1958-04-01,tmin,8.340000000000003
-97.7291666666667,17.0208333333333,1958-04-01,tmean,17.860000000000007
-97.6875,17.0208333333333,1958-04-01,aet,40
-97.6875,17.0208333333333,1958-04-01,def,88.7
-97.6875,17.0208333333333,1958-04-01,pet,128.70000000000002
-97.6875,17.0208333333333,1958-04-01,ppt,23.5
-97.6875,17.0208333333333,1958-04-01,q,1.2000000000000002
-97.6875,17.0208333333333,1958-04-01,soil,53.3
-97.6875,17.0208333333333,1958-04-01,swe,0
-97.6875,17.0208333333333,1958-04-01,tmax,24.909999999999997
-97.6875,17.0208333333333,1958-04-01,tmin,6.579999999999998
-97.6875,17.0208333333333,1958-04-01,tmean,15.744999999999996
-97.6458333333333,17.0208333333333,1958-04-01,aet,36.6
-97.6458333333333,17.0208333333333,1958-04-01,def,94.9
-97.6458333333333,17.0208333333333,1958-04-01,pet,131.5
-97.6458333333333,17.0208333333333,1958-04-01,ppt,21.8
-97.6458333333333,17.0208333333333,1958-04-01,q,1.1
-97.6458333333333,17.0208333333333,1958-04-01,soil,50.3
-97.6458333333333,17.0208333333333,1958-04-01,swe,0
-97.6458333333333,17.0208333333333,1958-04-01,tmax,26.64
-97.6458333333333,17.0208333333333,1958-04-01,tmin,7.6299999999999955
-97.6458333333333,17.0208333333333,1958-04-01,tmean,17.134999999999998
-97.7291666666667,17.0625,1958-04-01,aet,45
-97.7291666666667,17.0625,1958-04-01,def,82.30000000000001
-97.7291666666667,17.0625,1958-04-01,pet,127.3
-97.7291666666667,17.0625,1958-04-01,ppt,26.9
-97.7291666666667,17.0625,1958-04-01,q,1.3
-97.7291666666667,17.0625,1958-04-01,soil,55.5
-97.7291666666667,17.0625,1958-04-01,swe,0
-97.7291666666667,17.0625,1958-04-01,tmax,23.78
-97.7291666666667,17.0625,1958-04-01,tmin,5.939999999999998
-97.7291666666667,17.0625,1958-04-01,tmean,14.86
-97.6875,17.0625,1958-04-01,aet,40.7
-97.6875,17.0625,1958-04-01,def,86.80000000000001
-97.6875,17.0625,1958-04-01,pet,127.5
-97.6875,17.0625,1958-04-01,ppt,24.200000000000003
-97.6875,17.0625,1958-04-01,q,1.2000000000000002
-97.6875,17.0625,1958-04-01,soil,52.6
-97.6875,17.0625,1958-04-01,swe,0
-97.6875,17.0625,1958-04-01,tmax,25.24000000000001
-97.6875,17.0625,1958-04-01,tmin,6.530000000000001
-97.6875,17.0625,1958-04-01,tmean,15.885000000000003
-97.6458333333333,17.0625,1958-04-01,aet,36.7
-97.6458333333333,17.0625,1958-04-01,def,91.9
-97.6458333333333,17.0625,1958-04-01,pet,128.6
-97.6458333333333,17.0625,1958-04-01,ppt,22.4
-97.6458333333333,17.0625,1958-04-01,q,1.1
-97.6458333333333,17.0625,1958-04-01,soil,49.1
-97.6458333333333,17.0625,1958-04-01,swe,0
-97.6458333333333,17.0625,1958-04-01,tmax,25.370000000000005
-97.6458333333333,17.0625,1958-04-01,tmin,6.670000000000002
-97.6458333333333,17.0625,1958-04-01,tmean,16.020000000000003
-97.7291666666667,17.1041666666667,1958-04-01,aet,40.7
-97.7291666666667,17.1041666666667,1958-04-01,def,90.8
-97.7291666666667,17.1041666666667,1958-04-01,pet,131.5
-97.7291666666667,17.1041666666667,1958-04-01,ppt,26
-97.7291666666667,17.1041666666667,1958-04-01,q,1.3
-97.7291666666667,17.1041666666667,1958-04-01,soil,50.6
-97.7291666666667,17.1041666666667,1958-04-01,swe,0
-97.7291666666667,17.1041666666667,1958-04-01,tmax,24.620000000000005
-97.7291666666667,17.1041666666667,1958-04-01,tmin,6.5
-97.7291666666667,17.1041666666667,1958-04-01,tmean,15.560000000000002
-97.6875,17.1041666666667,1958-04-01,aet,40.900000000000006
-97.6875,17.1041666666667,1958-04-01,def,87.2
-97.6875,17.1041666666667,1958-04-01,pet,128.1
-97.6875,17.1041666666667,1958-04-01,ppt,25.700000000000003
-97.6875,17.1041666666667,1958-04-01,q,1.3
-97.6875,17.1041666666667,1958-04-01,soil,50.6
-97.6875,17.1041666666667,1958-04-01,swe,0
-97.6875,17.1041666666667,1958-04-01,tmax,23.930000000000007
-97.6875,17.1041666666667,1958-04-01,tmin,5.920000000000002
-97.6875,17.1041666666667,1958-04-01,tmean,14.925000000000004
-97.6458333333333,17.1041666666667,1958-04-01,aet,40.3
-97.6458333333333,17.1041666666667,1958-04-01,def,86.7
-97.6458333333333,17.1041666666667,1958-04-01,pet,127
-97.6458333333333,17.1041666666667,1958-04-01,ppt,25.3
-97.6458333333333,17.1041666666667,1958-04-01,q,1.3
-97.6458333333333,17.1041666666667,1958-04-01,soil,49.6
-97.6458333333333,17.1041666666667,1958-04-01,swe,0
-97.6458333333333,17.1041666666667,1958-04-01,tmax,23.070000000000007
-97.6458333333333,17.1041666666667,1958-04-01,tmin,5.480000000000004
-97.6458333333333,17.1041666666667,1958-04-01,tmean,14.275000000000006
-97.7291666666667,17.0208333333333,1958-05-01,aet,76.5
-97.7291666666667,17.0208333333333,1958-05-01,def,56.1
-97.7291666666667,17.0208333333333,1958-05-01,pet,132.6
-97.7291666666667,17.0208333333333,1958-05-01,ppt,68.7
-97.7291666666667,17.0208333333333,1958-05-01,q,3.4000000000000004
-97.7291666666667,17.0208333333333,1958-05-01,soil,45.3
-97.7291666666667,17.0208333333333,1958-05-01,swe,0
-97.7291666666667,17.0208333333333,1958-05-01,tmax,25.540000000000006
-97.7291666666667,17.0208333333333,1958-05-01,tmin,9.040000000000006
-97.7291666666667,17.0208333333333,1958-05-01,tmean,17.290000000000006
-97.6875,17.0208333333333,1958-05-01,aet,69.9
-97.6875,17.0208333333333,1958-05-01,def,58.900000000000006
-97.6875,17.0208333333333,1958-05-01,pet,128.8
-97.6875,17.0208333333333,1958-05-01,ppt,62.7
-97.6875,17.0208333333333,1958-05-01,q,3.1
-97.6875,17.0208333333333,1958-05-01,soil,43
-97.6875,17.0208333333333,1958-05-01,swe,0
-97.6875,17.0208333333333,1958-05-01,tmax,23.17
-97.6875,17.0208333333333,1958-05-01,tmin,7.400000000000006
-97.6875,17.0208333333333,1958-05-01,tmean,15.285000000000004
-97.6458333333333,17.0208333333333,1958-05-01,aet,66.10000000000001
-97.6458333333333,17.0208333333333,1958-05-01,def,66.5
-97.6458333333333,17.0208333333333,1958-05-01,pet,132.6
-97.6458333333333,17.0208333333333,1958-05-01,ppt,59.6
-97.6458333333333,17.0208333333333,1958-05-01,q,3
-97.6458333333333,17.0208333333333,1958-05-01,soil,40.8
-97.6458333333333,17.0208333333333,1958-05-01,swe,0
-97.6458333333333,17.0208333333333,1958-05-01,tmax,25
-97.6458333333333,17.0208333333333,1958-05-01,tmin,8.540000000000006
-97.6458333333333,17.0208333333333,1958-05-01,tmean,16.770000000000003
-97.7291666666667,17.0625,1958-05-01,aet,73.9
-97.7291666666667,17.0625,1958-05-01,def,53.1
-97.7291666666667,17.0625,1958-05-01,pet,127
-97.7291666666667,17.0625,1958-05-01,ppt,66.10000000000001
-97.7291666666667,17.0625,1958-05-01,q,3.3000000000000003
-97.7291666666667,17.0625,1958-05-01,soil,44.400000000000006
-97.7291666666667,17.0625,1958-05-01,swe,0
-97.7291666666667,17.0625,1958-05-01,tmax,22.070000000000007
-97.7291666666667,17.0625,1958-05-01,tmin,6.680000000000007
-97.7291666666667,17.0625,1958-05-01,tmean,14.375000000000009
-97.6875,17.0625,1958-05-01,aet,68.8
-97.6875,17.0625,1958-05-01,def,59.6
-97.6875,17.0625,1958-05-01,pet,128.4
-97.6875,17.0625,1958-05-01,ppt,61.6
-97.6875,17.0625,1958-05-01,q,3.1
-97.6875,17.0625,1958-05-01,soil,42.400000000000006
-97.6875,17.0625,1958-05-01,swe,0
-97.6875,17.0625,1958-05-01,tmax,23.570000000000007
-97.6875,17.0625,1958-05-01,tmin,7.409999999999997
-97.6875,17.0625,1958-05-01,tmean,15.490000000000002
-97.6458333333333,17.0625,1958-05-01,aet,67
-97.6458333333333,17.0625,1958-05-01,def,62.400000000000006
-97.6458333333333,17.0625,1958-05-01,pet,129.4
-97.6458333333333,17.0625,1958-05-01,ppt,60.8
-97.6458333333333,17.0625,1958-05-01,q,3
-97.6458333333333,17.0625,1958-05-01,soil,39.900000000000006
-97.6458333333333,17.0625,1958-05-01,swe,0
-97.6458333333333,17.0625,1958-05-01,tmax,23.72
-97.6458333333333,17.0625,1958-05-01,tmin,7.579999999999998
-97.6458333333333,17.0625,1958-05-01,tmean,15.65
-97.7291666666667,17.1041666666667,1958-05-01,aet,72
-97.7291666666667,17.1041666666667,1958-05-01,def,59.6
-97.7291666666667,17.1041666666667,1958-05-01,pet,131.6
-97.7291666666667,17.1041666666667,1958-05-01,ppt,65.7
-97.7291666666667,17.1041666666667,1958-05-01,q,3.3000000000000003
-97.7291666666667,17.1041666666667,1958-05-01,soil,41.1
-97.7291666666667,17.1041666666667,1958-05-01,swe,0
-97.7291666666667,17.1041666666667,1958-05-01,tmax,22.90000000000001
-97.7291666666667,17.1041666666667,1958-05-01,tmin,7.329999999999998
-97.7291666666667,17.1041666666667,1958-05-01,tmean,15.115000000000004
-97.6875,17.1041666666667,1958-05-01,aet,71.4
-97.6875,17.1041666666667,1958-05-01,def,56.7
-97.6875,17.1041666666667,1958-05-01,pet,128.1
-97.6875,17.1041666666667,1958-05-01,ppt,65
-97.6875,17.1041666666667,1958-05-01,q,3.2
-97.6875,17.1041666666667,1958-05-01,soil,40.900000000000006
-97.6875,17.1041666666667,1958-05-01,swe,0
-97.6875,17.1041666666667,1958-05-01,tmax,22.269999999999996
-97.6875,17.1041666666667,1958-05-01,tmin,6.710000000000008
-97.6875,17.1041666666667,1958-05-01,tmean,14.490000000000002
-97.6458333333333,17.1041666666667,1958-05-01,aet,72.7
-97.6458333333333,17.1041666666667,1958-05-01,def,53.6
-97.6458333333333,17.1041666666667,1958-05-01,pet,126.3
-97.6458333333333,17.1041666666667,1958-05-01,ppt,66.5
-97.6458333333333,17.1041666666667,1958-05-01,q,3.3000000000000003
-97.6458333333333,17.1041666666667,1958-05-01,soil,40.1
-97.6458333333333,17.1041666666667,1958-05-01,swe,0
-97.6458333333333,17.1041666666667,1958-05-01,tmax,21.36
-97.6458333333333,17.1041666666667,1958-05-01,tmin,6.219999999999999
-97.6458333333333,17.1041666666667,1958-05-01,tmean,13.79
-97.7291666666667,17.0208333333333,1958-06-01,aet,114.9
-97.7291666666667,17.0208333333333,1958-06-01,def,0
-97.7291666666667,17.0208333333333,1958-06-01,pet,114.9
-97.7291666666667,17.0208333333333,1958-06-01,ppt,408.7000000000001
-97.7291666666667,17.0208333333333,1958-06-01,q,83.80000000000001
-97.7291666666667,17.0208333333333,1958-06-01,soil,255.3
-97.7291666666667,17.0208333333333,1958-06-01,swe,0
-97.7291666666667,17.0208333333333,1958-06-01,tmax,24.760000000000005
-97.7291666666667,17.0208333333333,1958-06-01,tmin,10.150000000000006
